,treino,previsto
gamma1,[0.8288422184314298],[0.7067264318466187]
gamma2,[0.567045513075952],[0.571710467338562]
gamma3,[0.8306131699639854],[0.8212481141090393]
gamma4,[0.3211950552460766],[0.3080843687057495]
JXX,[0.36848190482414656],[0.1758149266242981]
JXY,[-0.8083253830463917],[-0.942277729511261]
JXZ,[-0.6661703874666143],[-0.6936864256858826]
JYX,[0.21024771548237609],[0.34885308146476746]
JYY,[-0.34392793595973714],[-0.5161348581314087]
JYZ,[0.8292446415583807],[0.8882348537445068]
JZX,[0.5761022388154311],[0.567187488079071]
JZY,[0.7293919108689626],[0.5877482891082764]
JZZ,[-0.17093465529655072],[-0.1864086091518402]
