,treino,previsto
gamma1,[0.4407622204637107],[0.44064417481422424]
gamma2,[0.028632026370586927],[0.02882309816777706]
gamma3,[0.8961816708493071],[0.896202802658081]
gamma4,[0.12987407341084578],[0.1296640932559967]
JXX,[-0.08278658122587723],[-0.08251939713954926]
JXY,[0.75573580747802],[0.7556390166282654]
JXZ,[-0.936307039182035],[-0.9365252256393433]
JYX,[-0.43514770769241484],[-0.43531250953674316]
JYY,[0.9235823398396055],[0.9236328601837158]
JYZ,[0.32863746890923196],[0.3286905288696289]
JZX,[-0.7432552611528482],[-0.743197500705719]
JZY,[-0.3032215345335192],[-0.30328431725502014]
JZZ,[0.7594986370688406],[0.7594101428985596]
