,treino,previsto
gamma1,[0.032970053106801234],[0.026670357212424278]
gamma2,[0.5534088231622266],[0.5889206528663635]
gamma3,[0.11908428131617588],[0.1212235689163208]
gamma4,[0.6217082950146219],[0.5471060276031494]
JXX,[0.8246867187194984],[0.9718855023384094]
JXY,[-0.011300505399674421],[0.06130531430244446]
JXZ,[0.13160290901296068],[0.09607551246881485]
JYX,[-0.2934101986418025],[-0.3074040412902832]
JYY,[-0.7727670059828655],[-0.7727128863334656]
JYZ,[-0.28923988122014976],[-0.0294540673494339]
JZX,[-0.654314601549209],[-0.6727958917617798]
JZY,[-0.7562164546869965],[-0.8549468517303467]
JZZ,[-0.6778506698956863],[-0.5288094878196716]
