,treino,previsto
gamma1,[0.444573573873013],[0.4840465784072876]
gamma2,[0.2210391731572191],[0.22993527352809906]
gamma3,[0.45503295884771644],[0.41670462489128113]
gamma4,[0.024766967489568525],[0.0005244359490461648]
JXX,[0.8497305032518905],[0.9223238825798035]
JXY,[0.8972115559863543],[0.8715420365333557]
JXZ,[0.7848666880971586],[0.6822748184204102]
JYX,[-0.8328986463386328],[-0.8131821751594543]
JYY,[0.18405445377147056],[0.20998434722423553]
JYZ,[-0.15250518353007725],[-0.17286176979541779]
JZX,[0.06017602023601287],[0.04818500578403473]
JZY,[-0.7393941175050389],[-0.7955146431922913]
JZZ,[-0.6160056849214146],[-0.6399872899055481]
