,treino,previsto
gamma1,[0.1078566833027319],[0.10642251372337341]
gamma2,[0.6829499338332965],[0.6868085861206055]
gamma3,[0.6006683617497799],[0.5710376501083374]
gamma4,[0.281924522856405],[0.2753674387931824]
JXX,[0.36400912117595574],[0.39428791403770447]
JXY,[-0.8167947838408722],[-0.8228006958961487]
JXZ,[0.2356326977228047],[0.2373613715171814]
JYX,[0.6838398091019124],[0.7150663137435913]
JYY,[0.6691005771521796],[0.7041816711425781]
JYZ,[0.030035451582698824],[0.04113095998764038]
JZX,[0.26207593059135315],[0.26289135217666626]
JZY,[-0.2615403318741629],[-0.264242559671402]
JZZ,[0.05603724403844934],[0.11235716193914413]
