,treino,previsto
gamma1,[0.0945328964594655],[0.10141479969024658]
gamma2,[0.5116781206617862],[0.4928801953792572]
gamma3,[0.15482334864507363],[0.16780471801757812]
gamma4,[0.2742295663585874],[0.2861250042915344]
JXX,[0.057870765880824626],[0.087964728474617]
JXY,[0.1714937094997233],[0.1692848950624466]
JXZ,[0.6866524104671512],[0.6835206151008606]
JYX,[0.7972892825291862],[0.8033625483512878]
JYY,[0.7643730549373535],[0.7767903804779053]
JYZ,[-0.27060839601498476],[-0.2904539704322815]
JZX,[0.897680879601374],[0.8987396955490112]
JZY,[-0.15185093946021722],[-0.13729538023471832]
JZZ,[-0.3876324692199542],[-0.3910936713218689]
