,treino,previsto
gamma1,[0.2360563634962105],[0.2317740023136139]
gamma2,[0.0031806306102971638],[0.025651508942246437]
gamma3,[0.3710466916321078],[0.34961575269699097]
gamma4,[0.5853624971821242],[0.503005862236023]
JXX,[-0.6701010403336041],[-0.6534894108772278]
JXY,[0.3795338484351347],[0.4103260338306427]
JXZ,[0.26999988080944126],[0.2799757421016693]
JYX,[-0.04179905588509758],[-0.06064501032233238]
JYY,[-0.5679713042121943],[-0.561178982257843]
JYZ,[0.5852667164004928],[0.5734285712242126]
JZX,[0.6157086039068553],[0.535459041595459]
JZY,[0.02491247927518625],[0.02187829650938511]
JZZ,[0.010168306940023353],[-0.02117927372455597]
