,treino,previsto
gamma1,[0.7434707928397064],[0.729553759098053]
gamma2,[0.0357557155126923],[0.04465195909142494]
gamma3,[0.6249375571804716],[0.6055603623390198]
gamma4,[0.13501116090704035],[0.14567182958126068]
JXX,[-0.4562491712318184],[-0.4395769238471985]
JXY,[-0.02394358429818433],[-0.02850825898349285]
JXZ,[-0.8362413152576669],[-0.8219406604766846]
JYX,[-0.32253302601586054],[-0.329421728849411]
JYY,[-0.855332784589292],[-0.849010169506073]
JYZ,[-0.9779272658402001],[-0.9927908778190613]
JZX,[-0.4322994082024627],[-0.4466458857059479]
JZY,[-0.7645872688839439],[-0.7336754202842712]
JZZ,[-0.37792355037599856],[-0.3708689212799072]
