,treino,previsto
gamma1,[0.08318062375973012],[0.04643755778670311]
gamma2,[0.8471707277144365],[0.8705309629440308]
gamma3,[0.22742352882594852],[0.2665799856185913]
gamma4,[0.7892196963182868],[0.551445722579956]
JXX,[-0.2588867178073859],[-0.16081498563289642]
JXY,[0.9003708718663839],[1.0329309701919556]
JXZ,[-0.5999070717600636],[-0.5930619835853577]
JYX,[-0.4060517541652038],[-0.432869017124176]
JYY,[-0.16375735637421673],[-0.03893425688147545]
JYZ,[-0.5253895926232446],[-0.5494035482406616]
JZX,[-0.3972357250361773],[-0.3095363676548004]
JZY,[0.6815276211230483],[0.7009246349334717]
JZZ,[-0.020560708179608644],[0.113736093044281]
