,treino,previsto
gamma1,[0.039740932475050506],[0.03976951166987419]
gamma2,[0.17677089786513922],[0.17689606547355652]
gamma3,[0.034987875506352184],[0.03508405387401581]
gamma4,[0.43946128473533685],[0.43917524814605713]
JXX,[-0.8504124862537785],[-0.8504473567008972]
JXY,[0.5320014716444283],[0.5318683981895447]
JXZ,[0.944187335187751],[0.9439484477043152]
JYX,[-0.16941362221762857],[-0.16923880577087402]
JYY,[0.889752232974109],[0.8895497918128967]
JYZ,[-0.1410672442944536],[-0.14093033969402313]
JZX,[0.24322790321746246],[0.24350406229496002]
JZY,[0.8389083130549975],[0.8386316895484924]
JZZ,[-0.5924918257624066],[-0.5924917459487915]
