,treino,previsto
gamma1,[0.7392757413295123],[0.7187191843986511]
gamma2,[0.6086024057140853],[0.6016724705696106]
gamma3,[0.544902257226378],[0.5390354990959167]
gamma4,[0.7561000117457155],[0.7548859119415283]
JXX,[0.463062260800422],[0.5114365816116333]
JXY,[0.8281235810354926],[0.8047523498535156]
JXZ,[-0.9253401087353526],[-0.9159082770347595]
JYX,[-0.9912169497951127],[-0.970725953578949]
JYY,[0.9869002798407656],[1.0105462074279785]
JYZ,[-0.3629632766081221],[-0.3588126301765442]
JZX,[-0.6067349693132549],[-0.6039121747016907]
JZY,[-0.0025512448825091294],[0.027990838512778282]
JZZ,[0.102887313876878],[0.10268835723400116]
