,treino,previsto
gamma1,[0.1693780871255699],[0.1742229163646698]
gamma2,[0.4115230620409567],[0.42142176628112793]
gamma3,[0.9938380127773296],[0.992742121219635]
gamma4,[0.10324779991117994],[0.08904499560594559]
JXX,[0.8112793523490414],[0.8267897963523865]
JXY,[0.3725083140534051],[0.369681715965271]
JXZ,[0.5330185127252884],[0.5120536684989929]
JYX,[0.8092324756265472],[0.8071537017822266]
JYY,[-0.4803451050220462],[-0.5135909914970398]
JYZ,[0.2714517392119784],[0.30111223459243774]
JZX,[0.8098913893329576],[0.8188474178314209]
JZY,[0.7442607481394212],[0.7284959554672241]
JZZ,[0.14588133849844365],[0.13687990605831146]
