,treino,previsto
gamma1,[0.7406551989400061],[0.6659578680992126]
gamma2,[0.6621666555152632],[0.6588892340660095]
gamma3,[0.13657852434493012],[0.14845728874206543]
gamma4,[0.5356617475477887],[0.5224368572235107]
JXX,[-0.9754435052040491],[-0.9692978262901306]
JXY,[-0.7752022778395284],[-0.722248911857605]
JXZ,[-0.21432527689851488],[-0.12925782799720764]
JYX,[0.3677285469065339],[0.30389735102653503]
JYY,[-0.7226181335707385],[-0.7787733674049377]
JYZ,[-0.7751128742812254],[-0.7698243260383606]
JZX,[-0.5363952858520995],[-0.5647078156471252]
JZY,[0.5151849707900231],[0.4567378759384155]
JZZ,[-0.7051975580794432],[-0.6624657511711121]
