,treino,previsto
gamma1,[0.8288422184314298],[0.7961658835411072]
gamma2,[0.567045513075952],[0.5773394107818604]
gamma3,[0.8306131699639854],[0.8301138877868652]
gamma4,[0.3211950552460766],[0.32007649540901184]
JXX,[0.36848190482414656],[0.3128769099712372]
JXY,[-0.8083253830463917],[-0.8516091108322144]
JXZ,[-0.6661703874666143],[-0.6793524026870728]
JYX,[0.21024771548237609],[0.2524625360965729]
JYY,[-0.34392793595973714],[-0.39808666706085205]
JYZ,[0.8292446415583807],[0.8485081195831299]
JZX,[0.5761022388154311],[0.5720540285110474]
JZY,[0.7293919108689626],[0.6872260570526123]
JZZ,[-0.17093465529655072],[-0.1738974153995514]
