,treino,previsto
gamma1,[0.6658137355569159],[0.6148132681846619]
gamma2,[0.1854598161134392],[0.142461895942688]
gamma3,[0.3899285200718041],[0.3758026361465454]
gamma4,[0.23942936687819738],[0.24303852021694183]
JXX,[-0.3843864905324452],[-0.39925986528396606]
JXY,[0.15591575435007843],[0.12727737426757812]
JXZ,[-0.4687639291636485],[-0.46000850200653076]
JYX,[0.6157921028659785],[0.5859004259109497]
JYY,[-0.0655655579974792],[-0.08810281753540039]
JYZ,[-0.3349603865251771],[-0.32044559717178345]
JZX,[0.7935051924165137],[0.7828533053398132]
JZY,[0.5848239797390551],[0.5824924111366272]
JZZ,[0.7192273898749051],[0.7053645253181458]
