,treino,previsto
gamma1,[0.5764279589751974],[0.5604715943336487]
gamma2,[0.7812095675548225],[0.7649776339530945]
gamma3,[0.6615809723574216],[0.6680682301521301]
gamma4,[0.839298017459614],[0.8382552266120911]
JXX,[-0.23795862000845713],[-0.27888190746307373]
JXY,[-0.5385616273790497],[-0.6015556454658508]
JXZ,[-0.6679265513717296],[-0.6524501442909241]
JYX,[0.8276668695454259],[0.8916658759117126]
JYY,[0.155878050571864],[0.10189897567033768]
JYZ,[0.38026531463053437],[0.36987075209617615]
JZX,[0.10611895139196825],[0.10154087841510773]
JZY,[-0.2329118720894543],[-0.26711171865463257]
JZZ,[0.46324841325362565],[0.43998536467552185]
