,treino,previsto
gamma1,[0.9611529205785535],[0.8324287533760071]
gamma2,[0.9852826642769212],[0.9307471513748169]
gamma3,[0.17169147629264714],[0.11828192323446274]
gamma4,[0.12275766603831817],[0.13798929750919342]
JXX,[0.8559831317553486],[0.8539798855781555]
JXY,[-0.6539462199039121],[-0.5996008515357971]
JXZ,[0.9412578465756445],[0.8318379521369934]
JYX,[-0.5237824485830533],[-0.5031964778900146]
JYY,[-0.07049588397328099],[-0.011103312484920025]
JYZ,[0.7955231915539118],[0.7968919277191162]
JZX,[-0.28845257802171864],[-0.14390155673027039]
JZY,[0.016102540300439783],[0.0640469342470169]
JZZ,[-0.676948428038167],[-0.6704347133636475]
