,treino,previsto
gamma1,[0.49491787839107704],[0.4948325753211975]
gamma2,[0.468537729401701],[0.46844393014907837]
gamma3,[0.12795722422850875],[0.1279492825269699]
gamma4,[0.7842725419704123],[0.7840344309806824]
JXX,[-0.8583821458818548],[-0.858174741268158]
JXY,[-0.1308244925173181],[-0.13089662790298462]
JXZ,[-0.5075004579580764],[-0.5073946118354797]
JYX,[-0.10862841764031073],[-0.1085350513458252]
JYY,[-0.48782436581795374],[-0.4876890778541565]
JYZ,[0.7229725984230293],[0.7228813767433167]
JZX,[0.12087053202375708],[0.12079572677612305]
JZY,[0.48856793143996136],[0.4885096251964569]
JZZ,[0.8530443734443238],[0.8529592752456665]
