,treino,previsto
gamma1,[0.6924227459953175],[0.6747128963470459]
gamma2,[0.21237676835833108],[0.20323997735977173]
gamma3,[0.9711059513537736],[0.951134443283081]
gamma4,[0.07035548430116423],[0.07047361880540848]
JXX,[0.1623042650091293],[0.1496007740497589]
JXY,[-0.6104910089317266],[-0.6356641054153442]
JXZ,[0.9305022141222223],[0.9019665718078613]
JYX,[0.8479528033535886],[0.8766170144081116]
JYY,[-0.06572264360605207],[-0.08506634086370468]
JYZ,[0.3269412890601211],[0.34404537081718445]
JZX,[-0.5709540605240639],[-0.5883788466453552]
JZY,[-0.5566075009475187],[-0.5696371793746948]
JZZ,[-0.4229551332374877],[-0.41346949338912964]
