,treino,previsto
gamma1,[0.305900980269444],[0.2940564453601837]
gamma2,[0.4240801565062292],[0.40699851512908936]
gamma3,[0.5885140140252595],[0.6506978273391724]
gamma4,[0.1243916494838736],[0.14073577523231506]
JXX,[-0.24607539521922805],[-0.27288538217544556]
JXY,[0.8535770154526414],[0.8971990942955017]
JXZ,[0.6868934782644844],[0.6513190269470215]
JYX,[-0.5719084600959132],[-0.548454999923706]
JYY,[0.7434162244908751],[0.7317885756492615]
JYZ,[0.2729234915013832],[0.2500416338443756]
JZX,[-0.9152157476835985],[-0.9604607820510864]
JZY,[0.9059441202489178],[0.93222975730896]
JZZ,[-0.4886326635670657],[-0.47562307119369507]
