,treino,previsto
gamma1,[0.6166500426836184],[0.6552797555923462]
gamma2,[0.04089576548481155],[0.00298545160330832]
gamma3,[0.3790196043954357],[0.3716198205947876]
gamma4,[0.703480392293747],[0.7585598826408386]
JXX,[-0.0739852843699571],[-0.05768358334898949]
JXY,[-0.2533761372099159],[-0.3116680085659027]
JXZ,[-0.7229211749710895],[-0.7581629753112793]
JYX,[0.7331236999726827],[0.7620195150375366]
JYY,[-0.9871298918377533],[-1.0415629148483276]
JYZ,[0.005564160104416738],[0.04772963747382164]
JZX,[0.7965959400638762],[0.8599994778633118]
JZY,[-0.838370705633998],[-0.8799604773521423]
JZZ,[0.10854093635657214],[0.11557302623987198]
