,treino,previsto
gamma1,[0.305900980269444],[0.2666172385215759]
gamma2,[0.4240801565062292],[0.3285132646560669]
gamma3,[0.5885140140252595],[0.732796847820282]
gamma4,[0.1243916494838736],[0.16052548587322235]
JXX,[-0.24607539521922805],[-0.26904603838920593]
JXY,[0.8535770154526414],[0.9389858841896057]
JXZ,[0.6868934782644844],[0.5874273777008057]
JYX,[-0.5719084600959132],[-0.5168001055717468]
JYY,[0.7434162244908751],[0.6899076700210571]
JYZ,[0.2729234915013832],[0.24345475435256958]
JZX,[-0.9152157476835985],[-0.9884894490242004]
JZY,[0.9059441202489178],[0.984318733215332]
JZZ,[-0.4886326635670657],[-0.47168266773223877]
