,treino,previsto
gamma1,[0.6842331280769555],[0.6032201647758484]
gamma2,[0.39667364503301394],[0.3005816340446472]
gamma3,[0.7775165878901124],[0.5531626343727112]
gamma4,[0.11839956986543854],[0.13294164836406708]
JXX,[-0.7863429245966886],[-0.7036609649658203]
JXY,[0.40517104797371095],[0.40830227732658386]
JXZ,[0.30408404062855077],[0.2825651168823242]
JYX,[0.8807047791322358],[0.7184829711914062]
JYY,[-0.4577695468793537],[-0.435468852519989]
JYZ,[-0.48844897313392166],[-0.4518108069896698]
JZX,[0.4681187282893935],[0.38878899812698364]
JZY,[0.3169000364801515],[0.22808651626110077]
JZZ,[-0.39402405222328984],[-0.32514217495918274]
