,treino,previsto
gamma1,[0.8146899866097305],[0.8335307836532593]
gamma2,[0.29400468375380795],[0.3475354313850403]
gamma3,[0.8827730256872423],[0.9272633790969849]
gamma4,[0.07371467624776351],[0.002768854843452573]
JXX,[-0.5802975109269655],[-0.6596584320068359]
JXY,[-0.2292041774699194],[-0.09960804879665375]
JXZ,[-0.6098793712177752],[-0.6063529849052429]
JYX,[-0.208798665868833],[-0.35587945580482483]
JYY,[0.12536156185456337],[0.06813032180070877]
JYZ,[0.29162154792135575],[0.32779210805892944]
JZX,[-0.49062788968221094],[-0.5520067811012268]
JZY,[-0.28781508340846984],[-0.29947859048843384]
JZZ,[-0.6434039479658533],[-0.7284751534461975]
