,treino,previsto
gamma1,[0.5027374637992491],[0.36913973093032837]
gamma2,[0.6354437055408811],[0.5359228253364563]
gamma3,[0.9537326488081348],[0.7963411808013916]
gamma4,[0.9867575298826218],[0.938277542591095]
JXX,[0.49458253244656714],[0.5944133996963501]
JXY,[-0.5944947353081806],[-0.36910372972488403]
JXZ,[-0.5896826918056928],[-0.7232418060302734]
JYX,[0.2015142521860358],[0.1963055580854416]
JYY,[-0.8864854257125787],[-0.5696468949317932]
JYZ,[0.5526572011585595],[0.2949272096157074]
JZX,[0.5288222950287738],[0.513006865978241]
JZY,[-0.9165274392042873],[-0.7754192352294922]
JZZ,[0.36678988670422896],[0.609283447265625]
