,treino,previsto
gamma1,[0.9058727273132681],[0.6587201356887817]
gamma2,[0.28867836833405236],[0.1646367460489273]
gamma3,[0.35789010838860724],[0.3287528157234192]
gamma4,[0.30474034460297605],[0.27828675508499146]
JXX,[0.011880827540495353],[-0.016058113425970078]
JXY,[-0.09343057367074792],[-0.11070950329303741]
JXZ,[0.11594165163533754],[0.096402108669281]
JYX,[-0.23155824126417013],[-0.1814274936914444]
JYY,[0.6690422746144482],[0.505233108997345]
JYZ,[-0.6811824865810532],[-0.4825867712497711]
JZX,[-0.0993246484870236],[-0.1818309873342514]
JZY,[0.5258626616390383],[0.48031100630760193]
JZZ,[0.21218691768397302],[0.38657596707344055]
