,treino,previsto
gamma1,[0.45671696606312406],[0.4424833059310913]
gamma2,[0.924136409743439],[0.9597352743148804]
gamma3,[0.4459984687779922],[0.44870367646217346]
gamma4,[0.31335253476480773],[0.31696951389312744]
JXX,[0.7194568903837308],[0.6090113520622253]
JXY,[0.03055965702624408],[-0.02737238071858883]
JXZ,[-0.7727784317840369],[-0.8147650957107544]
JYX,[-0.7587698727847505],[-0.6589820981025696]
JYY,[-0.3817575397810242],[-0.44867953658103943]
JYZ,[0.7508252688674453],[0.7898628115653992]
JZX,[0.8672964754196031],[0.8332017660140991]
JZY,[-0.2971753162130415],[-0.34102627635002136]
JZZ,[-0.11667111811504105],[-0.127828910946846]
