,treino,previsto
gamma1,[0.4447032857849972],[0.44469767808914185]
gamma2,[0.22480756642724742],[0.22484737634658813]
gamma3,[0.34956656460106916],[0.34957262873649597]
gamma4,[0.9987401105306296],[0.9987276792526245]
JXX,[0.09623810762339824],[0.09625518321990967]
JXY,[-0.3083363533238903],[-0.30820223689079285]
JXZ,[0.6897021771332552],[0.6896164417266846]
JYX,[-0.42280512918931357],[-0.42273157835006714]
JYY,[0.02069005261749912],[0.020746642723679543]
JYZ,[-0.31237144182748366],[-0.3122940957546234]
JZX,[-0.16901214393001562],[-0.16897664964199066]
JZY,[0.9477175926021346],[0.9475640058517456]
JZZ,[-0.7925346218433929],[-0.7925009727478027]
