,treino,previsto
gamma1,[0.6920224414883532],[0.6908631920814514]
gamma2,[0.3456424258652263],[0.3446759879589081]
gamma3,[0.897323531600062],[0.8956168293952942]
gamma4,[0.3169943908371815],[0.3171475827693939]
JXX,[-0.09830973170998192],[-0.10373752564191818]
JXY,[-0.12676086344783122],[-0.12371104210615158]
JXZ,[-0.91673110829594],[-0.9135791659355164]
JYX,[0.5352545159169328],[0.532301127910614]
JYY,[0.34691071289664666],[0.3404352366924286]
JYZ,[0.341715081425054],[0.34227219223976135]
JZX,[-0.05466902390511197],[-0.05722367390990257]
JZY,[0.3454622280497679],[0.3437974750995636]
JZZ,[0.7649625069950898],[0.7583308219909668]
