,treino,previsto
gamma1,[0.7392757413295123],[0.6115207672119141]
gamma2,[0.6086024057140853],[0.5266373753547668]
gamma3,[0.544902257226378],[0.4788593649864197]
gamma4,[0.7561000117457155],[0.45539093017578125]
JXX,[0.463062260800422],[0.5442183613777161]
JXY,[0.8281235810354926],[0.6681068539619446]
JXZ,[-0.9253401087353526],[-0.8147997260093689]
JYX,[-0.9912169497951127],[-0.7848958373069763]
JYY,[0.9869002798407656],[0.8782742619514465]
JYZ,[-0.3629632766081221],[-0.3052985668182373]
JZX,[-0.6067349693132549],[-0.5094037652015686]
JZY,[-0.0025512448825091294],[0.11583702266216278]
JZZ,[0.102887313876878],[0.02105856128036976]
