,treino,previsto
gamma1,[0.25510242142972195],[0.25631383061408997]
gamma2,[0.779815799401953],[0.7111535668373108]
gamma3,[0.0254093514055741],[-0.008305145427584648]
gamma4,[0.35218703417241026],[0.23500144481658936]
JXX,[-0.4403690528540243],[-0.3855377435684204]
JXY,[0.0042808872494692896],[0.013081404380500317]
JXZ,[0.12829563294553736],[0.18580667674541473]
JYX,[-0.07807628366854513],[-0.023496558889746666]
JYY,[0.1734731208329543],[0.018812667578458786]
JYZ,[-0.02553243332706523],[-0.052604638040065765]
JZX,[0.03579855711022262],[0.19386228919029236]
JZY,[-0.5955356590317753],[-0.4615921676158905]
JZZ,[-0.7792109396740667],[-0.8728283047676086]
