,treino,previsto
gamma1,[0.03679243409125621],[0.0156160369515419]
gamma2,[0.16929218901354948],[0.15276876091957092]
gamma3,[0.9969758715015804],[1.045404076576233]
gamma4,[0.7468020404306424],[0.679774820804596]
JXX,[0.23428295333990445],[0.26669585704803467]
JXY,[0.7802771064051002],[0.7830426096916199]
JXZ,[-0.0870255604078809],[-0.10930301249027252]
JYX,[0.42280951861583915],[0.4158814251422882]
JYY,[0.8739626067564656],[0.8491040468215942]
JYZ,[0.041119655381228304],[-0.03851206600666046]
JZX,[0.46768034181955564],[0.4805132746696472]
JZY,[0.45606486545824554],[0.4283722937107086]
JZZ,[0.7163732339305475],[0.7898861765861511]
