,treino,previsto
gamma1,[0.5764279589751974],[0.45549899339675903]
gamma2,[0.7812095675548225],[0.6305444836616516]
gamma3,[0.6615809723574216],[0.6861130595207214]
gamma4,[0.839298017459614],[0.727208137512207]
JXX,[-0.23795862000845713],[-0.3829987347126007]
JXY,[-0.5385616273790497],[-0.809219241142273]
JXZ,[-0.6679265513717296],[-0.5554068684577942]
JYX,[0.8276668695454259],[1.0777866840362549]
JYY,[0.155878050571864],[-0.08106972277164459]
JYZ,[0.38026531463053437],[0.2812466025352478]
JZX,[0.10611895139196825],[0.09055797755718231]
JZY,[-0.2329118720894543],[-0.3735482394695282]
JZZ,[0.46324841325362565],[0.3524269759654999]
