,treino,previsto
gamma1,[0.45671696606312406],[0.40448328852653503]
gamma2,[0.924136409743439],[0.9306319355964661]
gamma3,[0.4459984687779922],[0.4402550458908081]
gamma4,[0.31335253476480773],[0.3064478039741516]
JXX,[0.7194568903837308],[0.3636813461780548]
JXY,[0.03055965702624408],[-0.10733521729707718]
JXZ,[-0.7727784317840369],[-0.8129492402076721]
JYX,[-0.7587698727847505],[-0.4818150997161865]
JYY,[-0.3817575397810242],[-0.5515372157096863]
JYZ,[0.7508252688674453],[0.845657229423523]
JZX,[0.8672964754196031],[0.7640491724014282]
JZY,[-0.2971753162130415],[-0.42530515789985657]
JZZ,[-0.11667111811504105],[-0.17745928466320038]
