,treino,previsto
gamma1,[0.733744889835985],[0.5286867022514343]
gamma2,[0.6304437186278283],[0.34865209460258484]
gamma3,[0.5042791382906525],[0.42120519280433655]
gamma4,[0.8557982138654457],[0.5418609976768494]
JXX,[-0.8662320473144967],[-0.4246032238006592]
JXY,[-0.17351436714348134],[-0.2335389405488968]
JXZ,[-0.7789905321077226],[-0.629120409488678]
JYX,[0.504222922837068],[0.5251076221466064]
JYY,[0.0225702197513038],[0.2425476610660553]
JYZ,[-0.9006520110389387],[-0.474469393491745]
JZX,[-0.9103850311286859],[-0.8136784434318542]
JZY,[0.4718687724460289],[0.4530826508998871]
JZZ,[-0.6913005045828078],[-0.5164769887924194]
