,treino,previsto
gamma1,[0.4591337627723967],[0.4607548713684082]
gamma2,[0.45313243113814283],[0.4412672221660614]
gamma3,[0.4949826938891777],[0.49745696783065796]
gamma4,[0.19223084224268217],[0.1917467564344406]
JXX,[-0.5465882812379024],[-0.5419481992721558]
JXY,[0.9245900716687656],[0.9145278334617615]
JXZ,[-0.7473382026982809],[-0.7398340106010437]
JYX,[0.4096338457432158],[0.4186842739582062]
JYY,[-0.8296294638984947],[-0.8374914526939392]
JYZ,[-0.5051180301418299],[-0.5047045350074768]
JZX,[0.9982570783251581],[1.018132209777832]
JZY,[-0.5812047362221744],[-0.5734239220619202]
JZZ,[0.283736870144214],[0.2903740108013153]
