,treino,previsto
gamma1,[0.22192817569031764],[0.24538642168045044]
gamma2,[0.5366800081748135],[0.500494122505188]
gamma3,[0.2766826434414502],[0.2779942452907562]
gamma4,[0.1726645292853689],[0.13682109117507935]
JXX,[-0.527903820525131],[-0.7075673937797546]
JXY,[-0.7936679315385684],[-0.9567897915840149]
JXZ,[-0.20788351477863798],[-0.35283583402633667]
JYX,[-0.6900554583951795],[-0.7241966128349304]
JYY,[-0.8669698086408202],[-0.8838350772857666]
JYZ,[-0.19681797102985032],[-0.3029469847679138]
JZX,[0.8359100861754378],[0.8064802885055542]
JZY,[0.600904702991617],[0.5724474191665649]
JZZ,[0.5303252050108769],[0.4841019809246063]
