,treino,previsto
gamma1,[0.2360563634962105],[0.2245090752840042]
gamma2,[0.0031806306102971638],[0.05616363510489464]
gamma3,[0.3710466916321078],[0.30722126364707947]
gamma4,[0.5853624971821242],[0.3676566481590271]
JXX,[-0.6701010403336041],[-0.6281557679176331]
JXY,[0.3795338484351347],[0.45945122838020325]
JXZ,[0.26999988080944126],[0.2808084487915039]
JYX,[-0.04179905588509758],[-0.10856761038303375]
JYY,[-0.5679713042121943],[-0.5475853681564331]
JYZ,[0.5852667164004928],[0.5447594523429871]
JZX,[0.6157086039068553],[0.40600964426994324]
JZY,[0.02491247927518625],[0.019638242200016975]
JZZ,[0.010168306940023353],[-0.0656309425830841]
