,treino,previsto
gamma1,[0.23433096104669637],[0.22034002840518951]
gamma2,[0.9956448355104628],[0.9252819418907166]
gamma3,[0.47026350752244794],[0.4226110577583313]
gamma4,[0.8364614512743888],[0.7464014887809753]
JXX,[-0.5240707458162173],[-0.4946049749851227]
JXY,[0.08845845059190371],[0.12294362485408783]
JXZ,[-0.2600896669038415],[-0.21651077270507812]
JYX,[0.20784007719238895],[0.115062415599823]
JYY,[0.25144060821610803],[0.21122780442237854]
JYZ,[-0.8689422815203738],[-0.8241891860961914]
JZX,[-0.9736640168902517],[-0.860313355922699]
JZY,[0.67493816419292],[0.6066420078277588]
JZZ,[-0.4812919713439847],[-0.47056373953819275]
