,treino,previsto
gamma1,[0.2669633158304182],[0.26693645119667053]
gamma2,[0.3294786484694515],[0.3295696973800659]
gamma3,[0.7265968271185355],[0.7265850901603699]
gamma4,[0.47305066131356854],[0.4729660749435425]
JXX,[0.2789473894406407],[0.2788679301738739]
JXY,[-0.14195803173618882],[-0.14202967286109924]
JXZ,[0.44859764131257807],[0.44868284463882446]
JYX,[-0.8675370608806985],[-0.867439866065979]
JYY,[0.39572582339265283],[0.39574524760246277]
JYZ,[-0.25013652378796336],[-0.25025805830955505]
JZX,[0.2160727927839059],[0.21601547300815582]
JZY,[-0.6598174185959966],[-0.6596330404281616]
JZZ,[-0.31086587417068134],[-0.3109723925590515]
