,treino,previsto
gamma1,[0.444573573873013],[0.4525122046470642]
gamma2,[0.2210391731572191],[0.22419223189353943]
gamma3,[0.45503295884771644],[0.4477968215942383]
gamma4,[0.024766967489568525],[0.020165447145700455]
JXX,[0.8497305032518905],[0.8646921515464783]
JXY,[0.8972115559863543],[0.893150269985199]
JXZ,[0.7848666880971586],[0.7652124762535095]
JYX,[-0.8328986463386328],[-0.8305304050445557]
JYY,[0.18405445377147056],[0.1883673071861267]
JYZ,[-0.15250518353007725],[-0.15585912764072418]
JZX,[0.06017602023601287],[0.05922926589846611]
JZY,[-0.7393941175050389],[-0.7503947615623474]
JZZ,[-0.6160056849214146],[-0.6221914291381836]
