,treino,previsto
gamma1,[0.23433096104669637],[0.17040835320949554]
gamma2,[0.9956448355104628],[0.6336713433265686]
gamma3,[0.47026350752244794],[0.31433582305908203]
gamma4,[0.8364614512743888],[0.5256293416023254]
JXX,[-0.5240707458162173],[-0.35939398407936096]
JXY,[0.08845845059190371],[0.1945808380842209]
JXZ,[-0.2600896669038415],[-0.13084477186203003]
JYX,[0.20784007719238895],[-0.04410124197602272]
JYY,[0.25144060821610803],[0.14108480513095856]
JYZ,[-0.8689422815203738],[-0.6114265322685242]
JZX,[-0.9736640168902517],[-0.606091320514679]
JZY,[0.67493816419292],[0.4461241364479065]
JZZ,[-0.4812919713439847],[-0.44383832812309265]
