,treino,previsto
gamma1,[0.25510242142972195],[0.2567600607872009]
gamma2,[0.779815799401953],[0.7494955062866211]
gamma3,[0.0254093514055741],[-0.0013277590041980147]
gamma4,[0.35218703417241026],[0.25457656383514404]
JXX,[-0.4403690528540243],[-0.4040206968784332]
JXY,[0.0042808872494692896],[0.013955003581941128]
JXZ,[0.12829563294553736],[0.1729867160320282]
JYX,[-0.07807628366854513],[-0.03585229068994522]
JYY,[0.1734731208329543],[0.048302195966243744]
JYZ,[-0.02553243332706523],[-0.048437606543302536]
JZX,[0.03579855711022262],[0.16608770191669464]
JZY,[-0.5955356590317753],[-0.4955010414123535]
JZZ,[-0.7792109396740667],[-0.8529508113861084]
