,treino,previsto
gamma1,[0.7304444585170966],[0.7541791200637817]
gamma2,[0.4323894557693134],[0.26719537377357483]
gamma3,[0.5600881671017948],[0.5726128816604614]
gamma4,[0.5427750652860777],[0.6130473613739014]
JXX,[-0.3425989589338041],[-0.3493134677410126]
JXY,[0.966427833152556],[1.0699303150177002]
JXZ,[0.918495070954692],[0.8268630504608154]
JYX,[0.8366488800851453],[0.7957735657691956]
JYY,[0.5798112643432451],[0.4296655058860779]
JYZ,[0.7501332473545428],[0.6725128889083862]
JZX,[-0.9991944506389123],[-0.9932050108909607]
JZY,[0.253978106028669],[0.39525696635246277]
JZZ,[-0.5047147084859811],[-0.5112883448600769]
