,treino,previsto
gamma1,[0.02834747652200631],[0.024044344201683998]
gamma2,[0.8357651039198697],[0.8034272193908691]
gamma3,[0.43276706790505337],[0.4512496590614319]
gamma4,[0.762280082457942],[0.7834773659706116]
JXX,[-0.7312715117751976],[-0.7309637069702148]
JXY,[0.6948674738744653],[0.6905233263969421]
JXZ,[0.5275492379532281],[0.5179420709609985]
JYX,[-0.4898619485211566],[-0.4829266369342804]
JYY,[-0.009129825816118098],[-0.032712291926145554]
JYZ,[-0.10101787042252375],[-0.10892610251903534]
JZX,[0.3031859454455259],[0.3319805860519409]
JZY,[0.5774467022710263],[0.5913704037666321]
JZZ,[-0.8122808264515302],[-0.8545711636543274]
