,treino,previsto
gamma1,[0.7392757413295123],[0.6902185082435608]
gamma2,[0.6086024057140853],[0.5882073640823364]
gamma3,[0.544902257226378],[0.5260164141654968]
gamma4,[0.7561000117457155],[0.6980032324790955]
JXX,[0.463062260800422],[0.5418421030044556]
JXY,[0.8281235810354926],[0.770105242729187]
JXZ,[-0.9253401087353526],[-0.8967157006263733]
JYX,[-0.9912169497951127],[-0.9294865727424622]
JYY,[0.9869002798407656],[0.9980307817459106]
JYZ,[-0.3629632766081221],[-0.3492724895477295]
JZX,[-0.6067349693132549],[-0.5857318639755249]
JZY,[-0.0025512448825091294],[0.059970300644636154]
JZZ,[0.102887313876878],[0.08843927085399628]
