,treino,previsto
gamma1,[0.054617199380894155],[-0.013718565925955772]
gamma2,[0.15353892261428348],[0.132816880941391]
gamma3,[0.3013103050049145],[0.22850054502487183]
gamma4,[0.8115833565754772],[0.6109774708747864]
JXX,[-0.007687660399174678],[-0.14920778572559357]
JXY,[0.7135280737268923],[0.6506362557411194]
JXZ,[-0.8226115535480942],[-0.7984901666641235]
JYX,[-0.24315592595339663],[-0.37036192417144775]
JYY,[-0.901677355883151],[-0.871957004070282]
JYZ,[0.29958585220893297],[0.17531313002109528]
JZX,[-0.6216283712709287],[-0.6265712380409241]
JZY,[-0.3820884662461579],[-0.12405773997306824]
JZZ,[0.6372988369628543],[0.6408650875091553]
