,treino,previsto
gamma1,[0.6068017336408379],[0.6066914796829224]
gamma2,[0.5812040171120031],[0.5811125040054321]
gamma3,[0.15838287025480557],[0.1583809107542038]
gamma4,[0.43066964029126864],[0.43051180243492126]
JXX,[0.9120685437784988],[0.9117783904075623]
JXY,[0.8956549741186988],[0.8954107761383057]
JXZ,[-0.8868972645463826],[-0.8866422772407532]
JYX,[-0.8302560096821567],[-0.8299323320388794]
JYY,[0.6709977562588991],[0.6707722544670105]
JYZ,[0.4719399781370466],[0.4717117249965668]
JZX,[0.3394608028804418],[0.33934295177459717]
JZY,[-0.3837270848217116],[-0.3836042881011963]
JZZ,[0.21188833135692486],[0.21182195842266083]
