,treino,previsto
gamma1,[0.039740932475050506],[0.053780995309352875]
gamma2,[0.17677089786513922],[0.14302939176559448]
gamma3,[0.034987875506352184],[0.019475610926747322]
gamma4,[0.43946128473533685],[0.45605161786079407]
JXX,[-0.8504124862537785],[-0.9330010414123535]
JXY,[0.5320014716444283],[0.4429992139339447]
JXZ,[0.944187335187751],[1.0202000141143799]
JYX,[-0.16941362221762857],[-0.17363141477108002]
JYY,[0.889752232974109],[0.9179072976112366]
JYZ,[-0.1410672442944536],[-0.06934209167957306]
JZX,[0.24322790321746246],[0.2300696074962616]
JZY,[0.8389083130549975],[0.7528981566429138]
JZZ,[-0.5924918257624066],[-0.6302850246429443]
