,treino,previsto
gamma1,[0.20136711521936546],[0.14599965512752533]
gamma2,[0.8194173185392594],[0.6934999227523804]
gamma3,[0.6529689056798653],[0.6323105096817017]
gamma4,[0.1474309569583241],[0.13495002686977386]
JXX,[-0.047683475541308695],[-0.2080312967300415]
JXY,[0.2604381086377703],[0.22951281070709229]
JXZ,[-0.19207806086305412],[-0.10537856817245483]
JYX,[0.8400480253526539],[0.7726776599884033]
JYY,[-0.9662967591954601],[-0.9073531031608582]
JYZ,[0.9752211014725047],[0.9496250748634338]
JZX,[0.40822888780668243],[0.3377208113670349]
JZY,[0.6079899762951007],[0.571033775806427]
JZZ,[0.6062115991790376],[0.5832414031028748]
