,treino,previsto
gamma1,[0.5764279589751974],[0.485825777053833]
gamma2,[0.7812095675548225],[0.6740012168884277]
gamma3,[0.6615809723574216],[0.6843941807746887]
gamma4,[0.839298017459614],[0.7706704139709473]
JXX,[-0.23795862000845713],[-0.3679204285144806]
JXY,[-0.5385616273790497],[-0.7663599848747253]
JXZ,[-0.6679265513717296],[-0.5829782485961914]
JYX,[0.8276668695454259],[1.044479489326477]
JYY,[0.155878050571864],[-0.043428950011730194]
JYZ,[0.38026531463053437],[0.30985984206199646]
JZX,[0.10611895139196825],[0.09187404811382294]
JZY,[-0.2329118720894543],[-0.352791428565979]
JZZ,[0.46324841325362565],[0.3701837658882141]
