,treino,previsto
gamma1,[0.8150630762603065],[0.773544430732727]
gamma2,[0.3681203650383047],[0.30441322922706604]
gamma3,[0.07083953646328556],[0.07340391725301743]
gamma4,[0.43788188302104547],[0.4557940363883972]
JXX,[-0.6109255041336379],[-0.6230210661888123]
JXY,[0.6121546029321616],[0.5080872774124146]
JXZ,[-0.25588029746786645],[-0.28023746609687805]
JYX,[0.6840539845332714],[0.5852577090263367]
JYY,[0.5925904370985218],[0.6032895445823669]
JYZ,[0.1486956182422896],[0.042576614767313004]
JZX,[0.11579696496935821],[0.1487356275320053]
JZY,[-0.9168161896383005],[-0.822270929813385]
JZZ,[0.7764692864270932],[0.8501564264297485]
