,treino,previsto
gamma1,[0.3020437047996458],[0.37561798095703125]
gamma2,[0.335063350697719],[0.3081832826137543]
gamma3,[0.14195051753283405],[0.13382133841514587]
gamma4,[0.7434142500319177],[0.7524960041046143]
JXX,[-0.2769544501718497],[-0.4019198417663574]
JXY,[-0.039038668797412024],[0.0196903757750988]
JXZ,[-0.16609474678867042],[-0.12275096029043198]
JYX,[-0.10648149243215355],[-0.16553296148777008]
JYY,[-0.1809685401002077],[-0.2634296119213104]
JYZ,[0.31541165278854155],[0.29565516114234924]
JZX,[-0.48228923621984343],[-0.5996883511543274]
JZY,[0.2699918482069683],[0.2385518103837967]
JZZ,[-0.97974325274531],[-1.026921272277832]
