,treino,previsto
gamma1,[0.6282076485972601],[0.5449404716491699]
gamma2,[0.8425333257485345],[0.7757543325424194]
gamma3,[0.6111943800752222],[0.6382243037223816]
gamma4,[0.222472203237136],[0.19692493975162506]
JXX,[-0.10972154968635439],[-0.04366786405444145]
JXY,[-0.4118230353222292],[-0.3935122489929199]
JXZ,[0.8188577481051011],[0.6705834269523621]
JYX,[-0.031387304368323043],[-0.028194498270750046]
JYY,[-0.8259080739809848],[-0.7016667723655701]
JYZ,[0.4999159288187607],[0.48058560490608215]
JZX,[-0.849123527714404],[-0.887684166431427]
JZY,[-0.5949888037030053],[-0.6133038997650146]
JZZ,[-0.8521523054463589],[-0.9333998560905457]
