,treino,previsto
gamma1,[0.6171172778569672],[0.6314133405685425]
gamma2,[0.5033938387110474],[0.46850159764289856]
gamma3,[0.9661979651974597],[0.9032126069068909]
gamma4,[0.5282662248683354],[0.6103413105010986]
JXX,[0.1406568462737463],[0.16626767814159393]
JXY,[0.2644659911575571],[0.29870855808258057]
JXZ,[0.634007719766547],[0.5773395299911499]
JYX,[-0.44541829110731035],[-0.48103421926498413]
JYY,[0.30371993601715563],[0.36181455850601196]
JYZ,[0.7816219111185623],[0.7878443598747253]
JZX,[0.8176570464277362],[0.8480116128921509]
JZY,[-0.626974881004831],[-0.6414082050323486]
JZZ,[0.30345421888232527],[0.33197659254074097]
