,treino,previsto
gamma1,[0.2669633158304182],[0.2529935836791992]
gamma2,[0.3294786484694515],[0.30638498067855835]
gamma3,[0.7265968271185355],[0.6418870091438293]
gamma4,[0.47305066131356854],[0.3999585211277008]
JXX,[0.2789473894406407],[0.233239084482193]
JXY,[-0.14195803173618882],[-0.11554805189371109]
JXZ,[0.44859764131257807],[0.5485620498657227]
JYX,[-0.8675370608806985],[-0.7086073756217957]
JYY,[0.39572582339265283],[0.35022345185279846]
JYZ,[-0.25013652378796336],[-0.28782185912132263]
JZX,[0.2160727927839059],[0.24107739329338074]
JZY,[-0.6598174185959966],[-0.593529462814331]
JZZ,[-0.31086587417068134],[-0.25684410333633423]
