,treino,previsto
gamma1,[0.49491787839107704],[0.4538327753543854]
gamma2,[0.468537729401701],[0.503662645816803]
gamma3,[0.12795722422850875],[0.1286313235759735]
gamma4,[0.7842725419704123],[0.7073897123336792]
JXX,[-0.8583821458818548],[-0.7879845499992371]
JXY,[-0.1308244925173181],[-0.10862429440021515]
JXZ,[-0.5075004579580764],[-0.5506379008293152]
JYX,[-0.10862841764031073],[-0.19902382791042328]
JYY,[-0.48782436581795374],[-0.47256115078926086]
JYZ,[0.7229725984230293],[0.7539116144180298]
JZX,[0.12087053202375708],[0.08633928745985031]
JZY,[0.48856793143996136],[0.5183443427085876]
JZZ,[0.8530443734443238],[0.9454087615013123]
