,treino,previsto
gamma1,[0.260437193601329],[0.24927227199077606]
gamma2,[0.32736701494461073],[0.32712316513061523]
gamma3,[0.26791084434471324],[0.2552472949028015]
gamma4,[0.10764393786564574],[0.0922740250825882]
JXX,[0.3542516536005407],[0.4221285879611969]
JXY,[0.5698227121742216],[0.5792255997657776]
JXZ,[0.04093231440616307],[0.11218578368425369]
JYX,[0.022983404986520295],[0.016157858073711395]
JYY,[-0.21293067414807032],[-0.18753193318843842]
JYZ,[0.993633874195798],[0.9794207215309143]
JZX,[-0.42127010845085855],[-0.3935490548610687]
JZY,[-0.7034804136306108],[-0.6428122520446777]
JZZ,[-0.47784285086888345],[-0.45026665925979614]
