,treino,previsto
gamma1,[0.305900980269444],[0.28592178225517273]
gamma2,[0.4240801565062292],[0.38640227913856506]
gamma3,[0.5885140140252595],[0.6807261109352112]
gamma4,[0.1243916494838736],[0.14841054379940033]
JXX,[-0.24607539521922805],[-0.2769422233104706]
JXY,[0.8535770154526414],[0.9147002100944519]
JXZ,[0.6868934782644844],[0.6316754817962646]
JYX,[-0.5719084600959132],[-0.5370118618011475]
JYY,[0.7434162244908751],[0.7195764183998108]
JYZ,[0.2729234915013832],[0.24531413614749908]
JZX,[-0.9152157476835985],[-0.9761748313903809]
JZY,[0.9059441202489178],[0.9507863521575928]
JZZ,[-0.4886326635670657],[-0.4720478653907776]
