,treino,previsto
gamma1,[0.18333476966499396],[0.2043151557445526]
gamma2,[0.9096814486371707],[0.8723936080932617]
gamma3,[0.4911694960396128],[0.5050145983695984]
gamma4,[0.0713372135887923],[0.0716647058725357]
JXX,[0.2969944399577662],[0.3545398414134979]
JXY,[0.40273908193734953],[0.41452255845069885]
JXZ,[0.9140940053161357],[0.9552624225616455]
JYX,[-0.6071937818236794],[-0.5799195170402527]
JYY,[-0.8692615292310002],[-0.8405042290687561]
JYZ,[0.6485148599678836],[0.7026074528694153]
JZX,[-0.3338666967613588],[-0.3692058324813843]
JZY,[-0.25525056072843344],[-0.2542493939399719]
JZZ,[0.6297316462233915],[0.6643165349960327]
