,treino,previsto
gamma1,[0.1078566833027319],[0.10758127272129059]
gamma2,[0.6829499338332965],[0.6894020438194275]
gamma3,[0.6006683617497799],[0.5865669250488281]
gamma4,[0.281924522856405],[0.28003576397895813]
JXX,[0.36400912117595574],[0.37908419966697693]
JXY,[-0.8167947838408722],[-0.8202980756759644]
JXZ,[0.2356326977228047],[0.23701442778110504]
JYX,[0.6838398091019124],[0.6991866230964661]
JYY,[0.6691005771521796],[0.6879053711891174]
JYZ,[0.030035451582698824],[0.03627657890319824]
JZX,[0.26207593059135315],[0.2630780339241028]
JZY,[-0.2615403318741629],[-0.26315534114837646]
JZZ,[0.05603724403844934],[0.08420811593532562]
