,treino,previsto
gamma1,[0.3297995475987595],[0.3316774368286133]
gamma2,[0.1675882811446039],[0.16564323008060455]
gamma3,[0.6317971572750811],[0.6500110030174255]
gamma4,[0.8937793635045664],[0.9304749965667725]
JXX,[-0.01102512804113065],[-0.05465982109308243]
JXY,[0.11338346029479829],[0.1015324667096138]
JXZ,[0.6194855109905537],[0.5991911292076111]
JYX,[-0.358768861095224],[-0.38845959305763245]
JYY,[-0.35806504184041565],[-0.37245267629623413]
JYZ,[0.38633367460551105],[0.3881828784942627]
JZX,[-0.02766565445920155],[-0.04852139204740524]
JZY,[-0.2813102593254373],[-0.2801600396633148]
JZZ,[-0.188999914209238],[-0.17373879253864288]
