,treino,previsto
gamma1,[0.23174148998607602],[0.18133053183555603]
gamma2,[0.9594850618366995],[0.8234819173812866]
gamma3,[0.3194518385537368],[0.2978895604610443]
gamma4,[0.6011422885889965],[0.6334470510482788]
JXX,[0.9164187596345457],[0.8553395867347717]
JXY,[-0.7192628198472104],[-0.6579803824424744]
JXZ,[-0.9527677057223489],[-0.6660099625587463]
JYX,[0.997261307345829],[0.9869235754013062]
JYY,[-0.6314927085942939],[-0.4987742602825165]
JYZ,[-0.75881587356935],[-0.9857702851295471]
JZX,[0.3028424811158388],[0.34909379482269287]
JZY,[-0.3087103248748666],[-0.21894875168800354]
JZZ,[0.7791018795916058],[0.9168737530708313]
