,treino,previsto
gamma1,[0.9928062363216612],[0.985980212688446]
gamma2,[0.9285407455267378],[0.8465831279754639]
gamma3,[0.9383085490615657],[0.9355573058128357]
gamma4,[0.05438971809425153],[0.007218492217361927]
JXX,[-0.45701777348010886],[-0.48999646306037903]
JXY,[0.08381318894888312],[0.024129917845129967]
JXZ,[0.41626068745402045],[0.42945876717567444]
JYX,[0.917191422295486],[0.8795544505119324]
JYY,[-0.2618426626154975],[-0.29531291127204895]
JYZ,[0.06558319034107951],[0.13626259565353394]
JZX,[-0.2505554106105863],[-0.24507637321949005]
JZY,[0.1001806372651497],[0.1063590943813324]
JZZ,[0.6830199055618982],[0.7596054077148438]
